DateTime,Ts_C,VWC_5 ,VWC_20 ,VWC_50 ,Rn_Wm2 ,u_ms,udir,Depth_m,Ta_C,RH,Rs_in,Rs_out,Rl_in,Rl_out,Rs_net,Rl_net,albedo,Rn
12/22/2020 14:00,-0.01064258,0.1002564,0.06152237,0.07543013,139.7713,1.874583,,0.039,7.029,42.9,49.82,18.17,271.5,367.8,31.01,-96.9,0.709,-65.87
12/22/2020 15:00,0.01355964,0.1003771,0.06154783,0.07526921,34.07777,1.313473,,0.044,5.205,45.82,16.6,3.064,312.1,342.6,13.52,-31,0.179,-17.48
12/22/2020 16:00,0.03910853,0.1004212,0.06150015,0.07527392,10.31636,1.400902,,0.046,4.209,70.98,6.104,0.935,317.3,334.2,5.164,-17.84,0.398,-12.68
12/22/2020 17:00,0.06814049,0.1005433,0.06171451,0.07528096,-9.364462,1.112708,,0.012,0.104,87.4,-0.121,0.217,319.6,318.4,-0.349,0.262,-0.484,-0.087
12/22/2020 18:00,0.09117711,0.1007,0.06175863,0.07527534,-11.73508,1.71625,,0.021,-0.723,91.2,-0.313,0.088,315.1,313.2,-0.392,1.246,-0.003,0.854
12/22/2020 19:00,0.1167979,0.1007987,0.0617292,0.07534219,-1.568216,1.54757,,0.057,-4.058,76.06,-0.189,-0.161,295,298.8,-0.033,-2.896,0.805,-2.929
12/22/2020 20:00,0.1509057,0.1009316,0.06166771,0.07534271,-15.2867,1.435764,,0.034,-7.291,66.36,-0.226,-0.074,267.5,282,-0.15,-15.27,0.619,-15.42
12/22/2020 21:00,0.180334,0.1010716,0.06159933,0.07537458,-15.384,1.796042,,0.193,-9.08,57.52,-0.19,0.047,259.4,275.4,-0.233,-18.03,-0.102,-18.26
12/22/2020 22:00,0.2008984,0.1011576,0.06146484,0.07544409,-24.15801,1.065486,,0.035,-8.99,59.42,-0.345,-0.002,240.2,270.6,-0.341,-32.56,0.018,-32.9
12/22/2020 23:00,0.2168354,0.1012684,0.06148403,0.07550108,-14.01757,1.450348,,0.099,-9.6,69.1,-0.125,0.009,264.8,274.4,-0.135,-11.54,-0.167,-11.67
12/23/2020 0:00,0.2317412,0.1013499,0.06142971,0.07550423,-7.181746,1.623263,,0.473,-10.52,81.7,-0.092,0.018,268.2,273.4,-0.109,-6.721,-0.335,-6.83
12/23/2020 1:00,0.2491546,0.1014646,0.06144496,0.07552765,-13.73985,1.0025,,0.137,-10.47,70.22,-0.24,0.038,252.2,270.4,-0.284,-19.64,-0.332,-19.92
12/23/2020 2:00,0.26156,0.1015438,0.06138651,0.07560252,-17.88588,0.7124999,,0.029,-10.55,61.33,-0.369,0.032,237.2,267,-0.398,-31.28,-0.154,-31.67
12/23/2020 3:00,0.2773409,0.1016486,0.06139169,0.0756086,-28.00063,1.119653,,1.115,-10.92,58.96,-0.539,0.03,210.4,260,-0.566,-51.04,-0.089,-51.6
12/23/2020 4:00,0.2924911,0.1017473,0.06132257,0.07567137,-23.20942,0.7739582,,0.083,-11.37,55.02,-0.455,0.002,221.1,260.3,-0.456,-40.29,-0.084,-40.75
12/23/2020 5:00,0.3044237,0.1018633,0.06135226,0.07569742,-20.8703,0.7170138,,0.01,-11.77,51.94,-0.31,0.032,236.8,262.1,-0.335,-26.27,-0.202,-26.6
12/23/2020 6:00,0.3148809,0.1019427,0.06129794,0.07572053,-21.99929,0.8732634,,0.016,-11.74,53.15,-0.374,0.023,233.1,261.6,-0.39,-29.64,-0.053,-30.03
12/23/2020 7:00,0.3268477,0.1020413,0.06128021,0.07578644,-17.9149,1.162986,,0.025,-12.14,59.24,-0.25,0.028,244.6,263.3,-0.274,-19.59,-0.109,-19.87
12/23/2020 8:00,0.3363725,0.1021574,0.06128452,0.07580416,-20.44256,0.5834722,,0.028,-12.19,56.54,2.273,4.803,240,262.9,-2.531,-23.66,3.016,-26.19
12/23/2020 9:00,0.348487,0.1022482,0.06130083,0.07587747,-39.95596,0.9036109,,0.007,-11.88,54.14,19.96,38.89,220.7,262.6,-18.95,-43.36,1.945,-62.3
12/23/2020 10:00,0.3721399,0.1023207,0.0612403,0.07602077,-70.75983,1.586667,,0.014,-11.12,51.57,47.5,97.4,211.3,267,-49.84,-56.96,2.014,-106.8
12/23/2020 11:00,0.3859845,0.1024079,0.0612381,0.07603401,-60.67384,1.711042,,0.007,-10.79,50.8,57.76,112.9,241.1,275.8,-55.87,-35.71,1.897,-91.6
12/23/2020 12:00,0.3969389,0.1024956,0.06121619,0.07609046,-55.13132,2.015554,,0.013,-10.95,48.17,46.45,83.2,244,272.6,-36.48,-30.3,1.792,-66.79
12/23/2020 13:00,0.4195957,0.1025865,0.06123349,0.07619362,-53.4101,1.833055,,0.015,-10.26,39.84,63.61,117.7,223.6,274.3,-53.56,-51.88,1.859,-105.4
12/23/2020 14:00,0.411603,0.1026966,0.06124727,0.07619891,-31.13097,2.001319,,0.022,-11.3,46.45,31.97,69.82,220.2,268.5,-39.24,-49.67,2.166,-88.9
12/23/2020 15:00,0.4387398,0.1027411,0.0612969,0.07624988,-26.98497,2.492499,,0.041,-11.59,51.55,35.17,54.63,208.5,264.1,-19.6,-57.01,1.635,-76.61
12/23/2020 16:00,0.4361422,0.102807,0.06128117,0.07624264,-29.32696,1.724097,,0.021,-12.02,54.04,13.12,23.1,207.8,260.1,-9.96,-53.66,1.836,-63.62
12/23/2020 17:00,0.4370711,0.1028551,0.06123159,0.07618883,-61.38532,1.294374,,0.004,-12.44,50.31,0.72,2.978,181,251.5,-2.247,-70.86,-8.23,-73.1
12/23/2020 18:00,0.4490313,0.1029201,0.0612201,0.07624887,-65.29802,0.9111112,,-0.011,-12.61,52.01,-0.729,0.115,179,248.7,-0.821,-70.12,-0.179,-70.94
12/23/2020 19:00,0.4569438,0.1029483,0.06119928,0.07629711,-67.34929,1.800695,,-0.006,-13.33,63.08,-0.708,0.08,179,248.7,-0.784,-69.84,-0.186,-70.63
12/23/2020 20:00,0.4689429,0.1029613,0.06113856,0.07631361,-64.50373,1.958473,,-0.005,-14.29,60.26,-0.611,0.254,179.7,246.4,-0.857,-66.77,-0.732,-67.63
12/23/2020 21:00,0.4723419,0.102998,0.06107926,0.07637992,-63.88456,1.953263,,-0.009,-13.26,57.03,-0.65,0.34,181.3,249.5,-0.978,-68.37,-0.626,-69.35
12/23/2020 22:00,0.4763868,0.1030307,0.06111141,0.0764479,-62.9351,1.935209,,-0.012,-12.54,55.37,-0.643,0.203,183.6,251.7,-0.871,-68.4,-0.443,-69.27
12/23/2020 23:00,0.4814863,0.1030643,0.06113907,0.07650043,-60.47665,1.788542,,-0.004,-12.01,57.44,-0.701,0.169,185.1,253.3,-0.87,-68.51,-0.257,-69.38
12/24/2020 0:00,0.4860635,0.1030794,0.0611135,0.07654604,-62.20732,1.90368,,-0.008,-11.82,55.75,-0.633,0.215,186.4,254.1,-0.873,-68.1,-0.478,-68.97
12/24/2020 1:00,0.488376,0.1031043,0.06110046,0.07660484,-62.99724,2.281319,,-0.006,-11.58,57.62,-0.632,0.156,188.9,255.5,-0.795,-68.35,-0.264,-69.14
12/24/2020 2:00,0.4958805,0.1031209,0.06112892,0.0766871,-56.987,2.527291,,0.002,-11.3,55.34,-0.522,0.169,201.7,258.3,-0.707,-58.19,-0.394,-58.9
12/24/2020 3:00,0.4974884,0.1031622,0.06109722,0.07673056,-58.74298,2.415416,,0.008,-10.91,55.29,-0.596,0.185,197.8,258.9,-0.803,-62.74,-0.385,-63.54
12/24/2020 4:00,0.5064327,0.1031639,0.06106947,0.07672304,-60.68142,2.349791,,0.014,-10.76,53.76,-0.575,0.099,197.5,258.8,-0.684,-62.67,-0.239,-63.36
12/24/2020 5:00,0.5101688,0.1031672,0.06099109,0.07675195,-58.32072,2.155277,,0.014,-9.8,54.59,-0.559,0.154,201.8,261.4,-0.7,-61.04,-0.409,-61.74
12/24/2020 6:00,0.5090963,0.1031903,0.06101635,0.0767813,-49.28781,2.890208,,0.014,-9.73,53.2,-0.514,0.098,213.8,264.9,-0.599,-52.39,-0.183,-52.99
12/24/2020 7:00,0.5130909,0.1032141,0.06099758,0.07682167,-55.98996,2.45257,,0.018,-9.36,50.72,-0.606,0.17,202.1,264,-0.783,-63.12,-0.305,-63.9
12/24/2020 8:00,0.5159987,0.1032299,0.06102485,0.07687373,-49.66695,2.076666,,0.019,-8.34,47.66,2.109,4.777,206.6,267,-2.69,-62.18,1.308,-64.87
12/24/2020 9:00,0.523137,0.1032034,0.06099188,0.07695787,-44.67221,2.290625,,0.02,-7.771,46.55,8.69,16.89,207.5,270,-8.2,-63.91,1.955,-72.11
12/24/2020 10:00,0.5337157,0.1032377,0.06098937,0.07715017,-32.73654,1.94486,,0.015,-5.543,40.05,53.3,102.4,213,285.3,-49.21,-72.43,1.878,-121.6
12/24/2020 11:00,0.5120006,0.1033239,0.06102696,0.07720352,-15.42116,1.984027,,0.015,-1.403,40.04,113.4,196,222.9,313.4,-82.4,-91.2,1.745,-173.6
12/24/2020 12:00,0.4958656,0.1033879,0.06103818,0.07720104,40.22,1.921111,,0.025,0.994,38.65,133.5,197.2,229.2,325.6,-63.53,-97.3,1.478,-160.8
12/24/2020 13:00,0.4904345,0.1034553,0.06112621,0.07720271,61.58018,1.656875,,0.014,2.16,37.57,118.9,162.6,233.9,331.5,-44,-98.4,1.712,-142.4
12/24/2020 14:00,0.485787,0.1035099,0.06125679,0.07724965,45.25819,1.464097,,0.014,2.616,40.15,68.97,117.4,235.8,332.3,-48.34,-97.2,5.418,-145.6
12/24/2020 15:00,0.4871353,0.1035225,0.06118026,0.077172,-19.12934,1.615833,,0.015,0.386,46.43,31.21,29.58,236.3,315.2,1.632,-79.79,1.092,-78.15
12/24/2020 16:00,0.4981352,0.1034985,0.06109276,0.07710759,-52.31988,1.69875,,0.024,-1.905,46.82,3.517,5.738,218.4,297.8,-2.222,-78.26,1.703,-80.5
12/24/2020 17:00,0.5065459,0.1034959,0.0610467,0.07715739,-61.23548,1.988541,,0.025,-2.649,47.07,0.544,1.766,214.9,292.6,-1.221,-76.16,0.347,-77.38
12/24/2020 18:00,0.5123045,0.1035124,0.0610067,0.07722543,-61.02296,1.871528,,0.025,-4.015,54.56,-0.717,0.037,213.4,287.3,-0.788,-73.41,-0.148,-74.19
12/24/2020 19:00,0.5246629,0.1035141,0.06097937,0.07727205,-61.47504,2.082083,,0.025,-5.929,64.34,-0.651,-0.022,211,281.6,-0.63,-71.01,-0.279,-71.64
12/24/2020 20:00,0.5365639,0.1034997,0.06095328,0.07729024,-60.08324,2.421041,,0.027,-7.967,66.67,-0.603,0.145,208.4,275.4,-0.707,-68.56,-1.807,-69.26
12/24/2020 21:00,0.5425811,0.1034909,0.06092199,0.07736336,-58.5288,2.407916,,0.031,-8.24,65.62,-0.632,0.141,207.3,273.5,-0.732,-67.68,0.468,-68.41
12/24/2020 22:00,0.5477526,0.1034729,0.06091249,0.07738095,-57.07836,2.604583,,0.032,-9.15,69.37,-0.538,0.094,206.1,270.5,-0.596,-65.95,-0.738,-66.55
12/24/2020 23:00,0.5533412,0.1034653,0.06084976,0.07739501,-56.6646,2.52875,,0.031,-9.56,67.97,-0.53,0.115,205.5,268.6,-0.693,-64.41,0.731,-65.1
12/25/2020 0:00,0.5517753,0.1034305,0.06089469,0.07746946,-56.04933,2.467291,,0.029,-9.69,68.53,-0.489,0.058,205.5,267.6,-0.567,-63.33,-5.595,-63.89
12/25/2020 1:00,0.5470331,0.1034444,0.06092939,0.0774396,-55.81918,2.613542,,0.028,-8.85,68.33,-0.55,0.455,207.9,269.8,-1.019,-63.57,1.125,-64.59
12/25/2020 2:00,0.5379207,0.1034364,0.06090531,0.07753878,-55.17904,2.733127,,0.028,-9.34,71.45,-0.506,-0.052,207.1,268.6,-0.436,-62.83,0.411,-63.26
12/25/2020 3:00,0.5358052,0.1034071,0.06090002,0.0776006,-55.39338,2.70375,,0.028,-9.19,70.05,-0.509,0.325,208.4,268.9,-0.847,-61.84,0.142,-62.69
12/25/2020 4:00,0.5238376,0.1033966,0.06081806,0.07768543,-54.71577,2.732917,,0.027,-9.33,71.32,-0.54,0.115,207.6,268.2,-0.624,-61.95,0.182,-62.57
12/25/2020 5:00,0.5169098,0.1033748,0.06074514,0.07765409,-55.33438,2.593124,,0.026,-9.7,68.52,-0.476,0.096,205.8,266.6,-0.51,-61.96,-0.131,-62.47
12/25/2020 6:00,0.5023463,0.1033352,0.06075659,0.07773914,-54.65305,2.668126,,0.027,-9.64,67.55,-0.509,0.161,206.1,266.7,-0.717,-61.74,-0.868,-62.45
12/25/2020 7:00,0.4882373,0.1033191,0.0607959,0.07776015,-55.09354,2.675,,0.027,-9.46,67.8,-0.496,0.209,206.1,266.9,-0.653,-61.85,0.428,-62.5
12/25/2020 8:00,0.4722848,0.1032827,0.06081368,0.07787297,-52.89926,2.270626,,0.026,-9.08,68.66,0.895,2.027,207.3,267.5,-1.166,-61.73,2.206,-62.89
12/25/2020 9:00,0.4441646,0.1032908,0.06074619,0.07785302,-50.5969,1.89125,,0.026,-4.67,41.56,3.738,6.319,213.3,277.8,-2.607,-64.89,1.721,-67.5
12/25/2020 10:00,0.401549,0.1033235,0.06079269,0.07809389,-26.90072,1.705625,,0.025,2.239,33.5,57.46,74.17,225.8,311.9,-16.76,-86.9,1.386,-103.7
12/25/2020 11:00,0.3754026,0.1034075,0.06084777,0.07826368,25.93312,1.263125,,0.023,5.613,28.71,122.9,128.5,233.4,344.1,-5.672,-111.1,1.053,-116.8
12/25/2020 12:00,0.3624295,0.1034691,0.06094171,0.07826122,81.51445,1.575972,,0.024,6.828,27.91,137.6,109.9,238.4,352.6,27.51,-114.7,0.8,-87.2
12/25/2020 13:00,0.3558278,0.1038267,0.06123056,0.07798785,108.8815,1.830069,,0.024,7.6,27.17,122.9,84,241.9,357.3,38.93,-116.1,0.822,-77.17
12/25/2020 14:00,0.3426494,0.1052091,0.06227449,0.07635859,93.93562,1.595209,,0.025,7.808,27.15,71.85,54.93,243,357.8,16.9,-115.1,2.199,-98.2
12/25/2020 15:00,0.3282626,0.1051714,0.06233116,0.0761834,-22.20095,1.336388,,0.027,6.417,38.91,41.69,15.06,239.1,339.1,26.66,-100.6,0.496,-73.97
12/25/2020 16:00,0.3378418,0.1050493,0.06217009,0.07635708,-56.44954,1.868611,,0.032,2.792,44.05,4.459,2.884,231.9,318.3,1.517,-87.3,0.675,-85.7
12/25/2020 17:00,0.3542882,0.1049169,0.06196669,0.07657222,-59.89002,2.272083,,0.027,1.525,50.23,1.971,1.314,235.4,313.2,0.65,-78.65,0.862,-78
12/25/2020 18:00,0.3660654,0.104908,0.06181937,0.07671453,-58.61318,2.146874,,0.029,-0.823,54.51,-0.64,0.253,237.1,306.8,-0.865,-69.33,-0.347,-70.2
12/25/2020 19:00,0.3770195,0.1048432,0.06173167,0.07691766,-59.25687,2.119375,,0.028,-0.866,37.81,-0.56,0.327,235.6,304.1,-0.904,-67.26,-0.899,-68.17
12/25/2020 20:00,0.3744981,0.104831,0.06163463,0.07699891,-58.43405,2.287569,,0.028,2.155,32.93,-0.61,0.269,246,310.3,-0.946,-65.15,-0.849,-66.1
12/25/2020 21:00,0.3697073,0.1048089,0.06160778,0.07712806,-64.6903,2.580208,,0.027,3.044,35.39,-0.737,-0.035,242.4,311.5,-0.715,-69.94,-0.06,-70.65
12/25/2020 22:00,0.3771595,0.1048084,0.06163903,0.07723302,-64.79601,2.0525,,0.028,1.658,39.3,-0.752,0.067,236.4,307.1,-0.832,-71.59,-0.124,-72.43
12/25/2020 23:00,0.3860355,0.1047832,0.06160425,0.07731743,-65.04874,1.970208,,0.028,0.235,39.15,-0.828,0.025,225.5,302.2,-0.792,-77.56,0.105,-78.35
12/26/2020 0:00,0.3925931,0.1047611,0.06153819,0.07742737,-68.34698,2.181875,,0.027,-1.208,44.48,-0.772,0.06,217.4,296.7,-0.815,-77.99,0.118,-78.81
12/26/2020 1:00,0.397041,0.1047398,0.0614701,0.07753719,-69.17592,2.464584,,0.028,-0.544,31.39,-0.72,0.557,222,297.3,-1.237,-74.53,-1.549,-75.77
12/26/2020 2:00,0.3850734,0.104722,0.06140988,0.07760125,-69.88796,2.660833,,0.026,1.886,30.5,-0.734,0.064,229.6,304.3,-0.857,-75.63,-0.169,-76.49
12/26/2020 3:00,0.3841797,0.1047043,0.0614092,0.07764379,-61.81074,3.020207,,0.027,1.563,32.64,-0.64,0.004,239.8,305.7,-0.639,-66.88,-0.031,-67.52
12/26/2020 4:00,0.3834158,0.1046814,0.06137051,0.07773349,-53.13169,2.529793,,0.026,1.239,33.17,-0.611,0.122,247.1,305.2,-0.719,-58.99,-0.897,-59.71
12/26/2020 5:00,0.3829117,0.1046375,0.06130786,0.07772763,-52.10007,1.6975,,0.027,0.312,37.49,-0.613,-0.191,242,301,-0.41,-59.64,0.546,-60.05
12/26/2020 6:00,0.3779565,0.10459,0.06128769,0.0778776,-60.55386,1.810555,,0.026,-0.25,48.7,-0.747,-0.182,226.9,297.3,-0.543,-70.51,0.065,-71.05
12/26/2020 7:00,0.3737651,0.1045746,0.06125478,0.07791739,-69.54498,2.483541,,0.026,0.159,40.24,-0.682,0.234,224.2,298.3,-0.885,-74.49,-0.101,-75.37
12/26/2020 8:00,0.360363,0.104508,0.06122299,0.07797907,-63.36162,2.141874,,0.026,-0.778,44.61,0.302,0.444,219.1,295,-0.143,-75.74,0.355,-75.89
12/26/2020 9:00,0.35878,0.1044275,0.0612061,0.07803938,-50.02839,1.550904,,0.027,-1.904,30.22,4.639,3.139,216.2,292.5,1.49,-75.13,0.675,-73.64
12/26/2020 10:00,0.339198,0.1043851,0.06120646,0.07824369,17.54242,0.6080554,,0.024,3.217,25.98,57.56,31.8,226.7,322.1,25.74,-96,0.573,-70.3
12/26/2020 11:00,0.3150806,0.1043836,0.06141068,0.07832135,109.6202,0.8447217,,0.025,6.016,20.73,122.7,51.92,232.8,360.1,70.67,-127.7,0.427,-57.05
12/26/2020 12:00,0.3021387,0.1048734,0.06191238,0.07771938,160.3294,1.496458,,0.027,7.325,26.8,137.1,45.7,242.1,369.4,91.4,-127.8,0.334,-36.46
12/26/2020 13:00,0.2914402,0.1052873,0.06234713,0.07727583,182.7037,1.777014,,0.028,8.32,28.32,121.6,36.95,248.7,373.7,84.2,-125.8,0.37,-41.6
12/26/2020 14:00,0.2783665,0.1053815,0.06232902,0.07721103,132.5,1.567986,,0.029,8.47,28.53,70.33,27.1,250.5,373.2,43.5,-123.2,1.284,-79.7
12/26/2020 15:00,0.2707835,0.10538,0.06225109,0.0773107,-20.45616,1.466666,,0.028,7.461,35.47,41.88,7.863,249.3,349.1,34.06,-100.3,0.206,-66.25
12/26/2020 16:00,0.2831298,0.105373,0.06209806,0.07743406,-33.33974,1.573958,,0.031,4.26,51.37,5.177,1.239,261.7,327.2,3.931,-66.42,0.228,-62.49
12/26/2020 17:00,0.2928137,0.1053866,0.06191408,0.0775438,-29.1501,1.497847,,0.032,3.601,39.79,0.889,0.383,284.7,324.2,0.501,-40.38,0.614,-39.88
12/26/2020 18:00,0.2958706,0.1054111,0.06185823,0.07765798,-16.86945,1.540763,,0.038,2.941,41.59,-0.286,-0.17,303.1,323.3,-0.11,-21.13,0.659,-21.24
12/26/2020 19:00,0.3017311,0.1054118,0.06179533,0.07770199,-19.82879,1.829305,,0.027,1.331,48.98,-0.314,-0.097,295.9,319.5,-0.218,-24.55,0.303,-24.77
12/26/2020 20:00,0.3100703,0.1053971,0.06172962,0.07778826,-19.79831,1.823472,,0.028,0.102,45.76,-0.266,-0.016,293.8,316.3,-0.248,-23.57,0.043,-23.82
12/26/2020 21:00,0.3179764,0.1053781,0.06163714,0.07790433,-18.49054,1.7225,,0.027,-0.979,61.21,-0.254,-0.033,292.8,312.9,-0.229,-20.6,0.095,-20.83
12/26/2020 22:00,0.3297544,0.1053774,0.06163406,0.0780552,-15.83479,1.098541,,0.024,-3.68,86.8,-0.176,-0.031,293.2,304.7,-0.133,-10.16,0.092,-10.29
12/26/2020 23:00,0.3401203,0.1053767,0.06162905,0.07807966,-14.70575,1.2975,,0.015,-4.026,81.4,-0.076,0.084,291.7,300.5,-0.165,-7.784,-1.813,-7.948
12/27/2020 0:00,0.3440724,0.1053927,0.06161711,0.07812481,-12.20386,1.146041,,0.009,-4.047,85.8,-0.126,-0.002,289.6,299.6,-0.121,-8.7,-0.094,-8.82
12/27/2020 1:00,0.3503805,0.1054834,0.06163959,0.07819959,-9.381498,0.9200697,,-0.008,-4.259,77.5,-0.071,0.05,291.5,298.6,-0.113,-6.908,-4.895,-7.02
12/27/2020 2:00,0.3538224,0.1055228,0.06167324,0.07822595,-8.152901,1.166805,,0,-4.136,85.9,-0.07,-0.013,291.4,298.2,-0.056,-5.624,-0.432,-5.68
12/27/2020 3:00,0.3549045,0.1055678,0.06159152,0.07824682,-9.551146,0.8675696,,0.614,-4.031,78.94,-0.078,0.001,288.7,297.5,-0.079,-7.909,0.168,-7.988
12/27/2020 4:00,0.3620692,0.1056177,0.06165855,0.07832995,-12.4682,0.8914585,,0.063,-4.225,70.84,-0.257,-0.032,269.8,292.9,-0.225,-23.67,0.069,-23.9
12/27/2020 5:00,0.3664162,0.1056662,0.06165875,0.07834291,-16.97364,1.0875,,0.069,-4.494,73.15,-0.321,-0.021,265.6,290.4,-0.3,-25.56,0.109,-25.86
12/27/2020 6:00,0.3724503,0.1056689,0.06154481,0.0783965,-10.62713,0.7534722,,0.485,-4.95,74.37,-0.149,-0.015,279.6,292.5,-0.131,-13.44,0.067,-13.57
12/27/2020 7:00,0.3735919,0.1056921,0.06155622,0.07842752,-10.56526,1.106945,,0.047,-5.338,79.5,-0.159,0.003,275.4,291.2,-0.165,-16.24,-0.115,-16.4
12/27/2020 8:00,0.379871,0.1057375,0.0615567,0.07844584,-15.22487,1.103403,,0.831,-5.405,72.78,2.311,4.581,271.3,290.3,-2.267,-19.39,4.582,-21.66
12/27/2020 9:00,0.3827014,0.1057778,0.06157467,0.07848752,-36.18857,1.018055,,0.361,-4.98,70.28,17.31,32.74,261.6,291.3,-15.44,-29.99,1.884,-45.43
12/27/2020 10:00,0.3938517,0.1057779,0.06158701,0.0786548,-100.576,1.272917,,-0.004,-3.875,61.28,61.44,125.5,242.3,299.1,-64.06,-56.29,2.001,-120.3
12/27/2020 11:00,0.3937428,0.1056802,0.06160768,0.07874028,-142.4695,1.218472,,0.079,-2.378,60.14,89.5,162.7,251.4,311.7,-73.17,-61.26,1.83,-134.4
12/27/2020 12:00,0.3911149,0.1058602,0.06164432,0.07874033,-65.61771,0.823472,,0.064,-2.472,49.65,41.96,71.8,268.4,307.4,-29.87,-39.82,1.724,-69.69
12/27/2020 13:00,0.4007828,0.1059152,0.06169572,0.07874881,-124.2927,1.072014,,0.034,-2.123,39.11,67.76,109.4,261.4,308.5,-41.64,-47.95,1.659,-89.6
12/27/2020 14:00,0.389558,0.1059608,0.06180391,0.07873168,-1.024431,2.008194,,0.039,-1.721,48.4,65.51,131.7,232.6,312.5,-66.19,-80.9,2.597,-147
12/27/2020 15:00,0.4021623,0.1059725,0.061683,0.0788007,-14.36342,2.471735,,0.036,-3.194,54.37,31.65,44.74,236.3,298.2,-13.11,-61.35,1.456,-74.46
12/27/2020 16:00,0.3971038,0.1059881,0.06165724,0.07878618,-8.29956,1.975695,,0.038,-4.117,60.96,10.22,15.95,270.3,296.8,-5.73,-25.22,1.568,-30.95
12/27/2020 17:00,0.3952516,0.1060625,0.06165274,0.07879142,-18.24133,1.781111,,0.039,-4.35,58.29,1.893,3.469,265.9,293.7,-1.574,-27.45,0.889,-29.03
12/27/2020 18:00,0.400293,0.1061056,0.06161376,0.07880545,-39.8555,1.567778,,0.037,-4.83,59.79,-0.645,0.016,237.1,286.8,-0.659,-50.25,-0.036,-50.91
12/27/2020 19:00,0.4037219,0.1061248,0.06154522,0.07887989,-38.43628,1.028125,,0.036,-5.235,68.8,-0.603,-0.036,235.5,284.5,-0.564,-49.27,0.04,-49.84
12/27/2020 20:00,0.4103343,0.1061282,0.06152188,0.07885745,-50.19225,1.4175,,0.034,-6.581,68.17,-0.56,0.078,222.6,279.9,-0.607,-57.69,-0.201,-58.3
12/27/2020 21:00,0.4155769,0.1061325,0.06155978,0.07892428,-57.08976,1.963957,,0.033,-7.549,67,-0.572,0.138,215.2,276.1,-0.726,-62.59,0.398,-63.31
12/27/2020 22:00,0.4201766,0.1060981,0.06158093,0.07901713,-66.89127,2.152292,,0.034,-8.67,68.66,-0.681,0.18,199.2,270.6,-0.842,-72.84,-0.229,-73.68
12/27/2020 23:00,0.4220622,0.1060957,0.06150178,0.07905009,-67.82853,1.8575,,0.035,-9.29,68.88,-0.635,0.17,196.6,267.6,-0.809,-72.27,0.287,-73.07
12/28/2020 0:00,0.4206166,0.1060593,0.06146613,0.07906903,-62.13333,1.817291,,0.035,-10.33,69.09,-0.623,0.153,195.6,264.5,-0.788,-70.12,-0.283,-70.91
12/28/2020 1:00,0.4208897,0.1059963,0.06142162,0.07904729,-62.21129,1.979792,,0.035,-12.46,71.69,-0.623,0.071,190.3,258,-0.701,-68.18,-0.15,-68.89
12/28/2020 2:00,0.4191537,0.1058698,0.06139192,0.07913142,-59.15198,2.05646,,0.036,-13.64,73.46,-0.563,0.205,190.3,254.6,-0.77,-64.16,-0.373,-64.93
12/28/2020 3:00,0.4107743,0.1057603,0.06137525,0.07924087,-55.87347,1.945,,0.037,-13.88,73.3,-0.55,0.211,192.2,253.7,-0.786,-61.64,-0.592,-62.42
12/28/2020 4:00,0.4004069,0.1056762,0.06135196,0.07922784,-53.46035,1.668958,,0.038,-14.24,74.9,-0.512,0.155,190.7,251.8,-0.674,-60.87,-0.993,-61.55
12/28/2020 5:00,0.3835664,0.1055454,0.06143607,0.07929031,-50.82724,1.371667,,0.04,-14.57,74.83,-0.485,0.149,191.7,250.6,-0.633,-58.86,-0.427,-59.49
12/28/2020 6:00,0.3665853,0.1054047,0.0614165,0.07936442,-35.23801,1.223263,,0.045,-14.29,74.32,-0.298,0.262,215.2,254.4,-0.554,-39.51,11.58,-40.06
12/28/2020 7:00,0.3337507,0.105298,0.0613284,0.07948556,-16.456,0.7607636,,0.044,-12.51,72.97,-0.155,0.149,244.6,264.1,-0.301,-20.01,1.306,-20.32
12/28/2020 8:00,0.3035425,0.1051411,0.0613204,0.07950636,-16.77706,0.5397915,,0.044,-11.44,67.89,1.831,3.052,245.6,267.3,-1.218,-23.23,3.841,-24.45
12/28/2020 9:00,0.2752144,0.1050576,0.06132803,0.07956897,0.3422022,0,,0.042,-9.93,62.5,13.05,19.2,254.3,274.8,-6.15,-22.19,1.474,-28.34
12/28/2020 10:00,0.2564788,0.1049112,0.0613382,0.07968301,15.50723,0.3276389,,0.04,-8.89,62.71,21.88,31.9,264.3,282.1,-10.04,-18.35,1.459,-28.39
12/28/2020 11:00,0.238737,0.1047816,0.06138524,0.07975562,17.96036,0.03645833,,0.039,-7.751,72.32,25.53,37.73,273.8,287.8,-12.19,-14.4,1.478,-26.59
12/28/2020 12:00,0.2250691,0.1047127,0.06140717,0.0798742,-4.080097,0.1277083,,0.038,-6.849,80.3,24.32,37.13,279.6,292.2,-12.79,-13.41,1.529,-26.2
12/28/2020 13:00,0.194453,0.104631,0.06142414,0.07981805,-18.37941,0.3022916,,0.059,-6.681,85.9,17.54,29.43,283.6,292.4,-11.88,-9.46,1.675,-21.34
12/28/2020 14:00,0.1724916,0.1045507,0.06143297,0.07980145,-25.97075,0.4891667,,0.014,-6.477,86.7,16.66,30.23,283.9,292,-13.55,-8.61,1.815,-22.16
12/28/2020 15:00,0.1554063,0.1044501,0.06143977,0.07982666,-29.01532,0.8304169,,0.001,-6.219,82.9,19.55,35.33,280.5,291.8,-15.77,-12.06,1.809,-27.84
